id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
1476,Chris Christie,1,yes,1,0,1,None of the above,1,,RobboLaw,,28,,,RT @Rebeksy: .@ChrisChristie have you USED the families of the 9/11 victims enough times for your own benefit? #ComeOn #tcot #GOPdebate #Fo…,,07-08-2015 09:40,6.30E+17,"Istanbul, Turkey",Athens
1477,No candidate mentioned,1,yes,1,1,0.6845,Foreign Policy,0.3493,,ThatConservativ,,4,,,"RT @sarafeed: Don’t care who your candidate is or what party you vote for, this answer from @CarlyFiorina is on point:
https://t.co/DH4iFzb…",,07-08-2015 09:40,6.30E+17,"Florida, USA",
1478,No candidate mentioned,1,yes,1,0,1,FOX News or Moderators,0.6522,,TSFearadaigh,,14,,,RT @renomarky: #GOPDebate questions biggest problem was they were filled with  OPINION! Last night was not suppose to be about #MegynKelly …,,07-08-2015 09:40,6.30E+17,USA,
1479,No candidate mentioned,1,yes,1,0,0.6739,FOX News or Moderators,1,,KeepItRealist,,0,,,Do you really think it's a coincidence that so many Fox News employees are defending Megyn Kelly right now? Orders. #tcot #GOPDebate,,07-08-2015 09:40,6.30E+17,"Morgantown, WV",Atlantic Time (Canada)
1480,Mike Huckabee,1,yes,1,0,1,None of the above,1,,TheDonkeyHotey,,176,,,RT @JessicaValenti: Huckabee: Two drinks shy of a hate crime #GOPDebate,,07-08-2015 09:40,6.30E+17,,Eastern Time (US & Canada)
1481,No candidate mentioned,1,yes,1,0,0.663,None of the above,1,,Ritmoyclase2,,155,,,RT @MattyIceAZ: Somewhere Hillary is laughing. #GOPDebate,,07-08-2015 09:40,6.30E+17,,
1482,Rand Paul,1,yes,1,0,0.6667,Foreign Policy,0.6667,,CarswellWilliam,,0,,,"@randpaul says he won't be ""bought and sold,"" but he will surrender to terrorists. #GOPDebate #tcot #paulforterror",,07-08-2015 09:40,6.30E+17,USA,
1483,Donald Trump,0.4317,yes,0.657,0,0.657,Women's Issues (not abortion though),0.2281,,BakerProperties,,3,,,"RT @TrumpIssues: This prick can call the death of #KateSteinle a ""little thing,"" but Trump can't call someone a dog. #GOPDebate #PC https:/…",,07-08-2015 09:40,6.30E+17,New Hampshire,Eastern Time (US & Canada)
1484,No candidate mentioned,1,yes,1,0,0.6667,Immigration,1,,EusebiaAq,,0,,,@jdelreal Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,07-08-2015 09:40,6.30E+17,America,Eastern Time (US & Canada)
1485,Donald Trump,1,yes,1,0,0.6818,None of the above,1,,kimmikelly_,,0,,,Preview of Donald Trump tonight at the #GOPDebate (Vine by @CaseyBake16) https://t.co/CRAEVHInKb,,07-08-2015 09:40,6.30E+17,capitalist hell,Eastern Time (US & Canada)
1486,No candidate mentioned,1,yes,1,1,1,None of the above,1,,LBY3,,17,,,RT @SarahBatcha: Did you watch tonight's #GOPDebate? Here's what it looked like through the eyes of Twitter: http://t.co/ubW2aOImxh http://…,,07-08-2015 09:40,6.30E+17,Between Disneyland and Vegas,Pacific Time (US & Canada)
1487,No candidate mentioned,0.2373,yes,0.6889,1,0.3444,None of the above,0.4746,,TheAbridgedZach,,1,,,"The 3 Most and Least Libertarian Moments from Last Night's #GOPDebate. (Spoiler: ""Most"" was slim pickin'): https://t.co/2brzKNmloJ",,07-08-2015 09:40,6.30E+17,Los Angeles,Pacific Time (US & Canada)
1488,No candidate mentioned,1,yes,1,0,0.7079,None of the above,1,,Tdeck14,,391,,,RT @justin_fenton: I'm expecting this guy to walk out any moment #GOPDebate http://t.co/LgL8l8LMgt,,07-08-2015 09:40,6.30E+17,"Baltimore, Md",Eastern Time (US & Canada)
1489,No candidate mentioned,1,yes,1,0,0.6703,None of the above,1,,un_boeing,,0,,,http://t.co/u7jxx1awyq via @youtube Very accurate and very much the root of our problems. And the #GOPDebate showed us just that. #Serfdom,,07-08-2015 09:40,6.30E+17,,
1490,Donald Trump,0.4247,yes,0.6517,0,0.6517,None of the above,0.4247,,Sleevetalkshow,,0,,,"@Krauthammer: ""The real story is the collapse of (@realDonaldTrump) in this (#GOPDebate)."" http://t.co/Csm0a7ddpz",,07-08-2015 09:40,6.30E+17,Anywhere & Everywhere!,Eastern Time (US & Canada)
1491,No candidate mentioned,1,yes,1,0,1,None of the above,1,,VikkyRozay,,0,,,#GOPDebate all the candidates be like ' i did this that etc etc',,07-08-2015 09:40,6.30E+17,Wall St BBM 762740CF,Hawaii
1492,,0.2289,yes,0.6452,0,0.6452,None of the above,0.4162,,AdventGamer210,,427,,,RT @Bipartisanism: Republicans watching the #GOPDebate be like: http://t.co/gJY4Kx4Tyj,,07-08-2015 09:40,6.30E+17,"Saskatoon, Saskatchewan",Mountain Time (US & Canada)
1493,No candidate mentioned,1,yes,1,0,1,Racial issues,1,,jessica_genova,,391,,,RT @samswey: Police violence has been a major issue this past year in America. They intentionally ignored black lives this #GOPDebate and w…,,07-08-2015 09:40,6.30E+17,,
1494,No candidate mentioned,1,yes,1,0,0.668,Jobs and Economy,0.7005,,Ritmoyclase2,,269,,,RT @Politics_PR: Our defense budget #GOPdebate http://t.co/V5rtVJrBq1,,07-08-2015 09:40,6.30E+17,,
1495,No candidate mentioned,1,yes,1,0,0.6631,FOX News or Moderators,1,,fc7822,,0,,,"Nothing wrong with tough Q's if applied to all candidates, something not done by @FoxNews @megynkelly @BretBaier #ChrisWallace #GOPDebate",,07-08-2015 09:40,6.30E+17,"Riverside, CA - USA",Pacific Time (US & Canada)
1496,No candidate mentioned,0.3948,yes,0.6284,1,0.3153,None of the above,0.3948,,moneyries,,2,,,The second most-retweeted presidential candidate Tweet of the #GOPDebate https://t.co/rybdNPfypW,,07-08-2015 09:40,6.30E+17,"Brooklyn, NY",Eastern Time (US & Canada)
1497,Rand Paul,1,yes,1,1,1,Foreign Policy,1,,rcChurchill,,28,,,RT @BenSwann_: GOP Debate: @RandPaul Notes U.S. Involvement In Arming #ISIS http://t.co/jzDPNtWB1E #standwithrand #gopdebate,,07-08-2015 09:40,6.30E+17,,Quito
1498,No candidate mentioned,1,yes,1,1,0.6591,None of the above,1,,ArcaneSkin,,0,,,when #GOPDebate reached the extreme peak! https://t.co/4B6REn7Jd7,,07-08-2015 09:40,6.30E+17,,Eastern Time (US & Canada)
1499,No candidate mentioned,0.3951,yes,0.6285,0,0.6285,,0.2335,,whatalicesaw,,231,,,RT @BougieBlackGurl: How are y'all going to use the 5th &amp; 14th amendments to defend fetuses when y'all refuse to use it to defend living Bl…,,07-08-2015 09:40,6.30E+17,"Atlanta, Ga",Eastern Time (US & Canada)
1500,Donald Trump,1,yes,1,0,0.6739,None of the above,1,,SeaBassThePhish,,0,,,Like honestly why does any one on that stage validate trump by talking about him or to him #GOPDebate,,07-08-2015 09:40,6.30E+17,,Eastern Time (US & Canada)
1501,No candidate mentioned,1,yes,1,0,0.6774,FOX News or Moderators,1,,pronuws,,57,,,"RT @cliffschecter: Every time I see FoxNews focus group, I think, maybe dinosaurs deserve another chance #GOPDebate",,07-08-2015 09:40,6.30E+17,New York City,
1502,Jeb Bush,1,yes,1,1,0.6829,None of the above,1,,MichaelCraig96,,0,,,I'd say Bush and Kasich came out of last nights debate quite well. They seem more moderate compared to others? #GOPDebate,,07-08-2015 09:40,6.30E+17,"Dundee, Scotland",Edinburgh
1503,Mike Huckabee,1,yes,1,0,1,None of the above,1,,TheTellurian,,0,,,"Disappointed in my result, but certain I did better than @GovMikeHuckabee  http://t.co/IHN6yAaEet  #GOPDebate http://t.co/t1k4z0VuDr",,07-08-2015 09:40,6.30E+17,Milky Way,Central Time (US & Canada)
1504,Donald Trump,1,yes,1,0,1,None of the above,1,,EscapeVelo,,2,,,RT @BiasedGirl: This douchebag doesn't know how to talk to decent people. Bill Clinton get Your Boy on a Leash #DumpTrump #GOPDebate https:…,,07-08-2015 09:40,6.30E+17,Twitter,
1505,No candidate mentioned,0.4203,yes,0.6483,0,0.3405,None of the above,0.4203,,FiredUp247,,1,,,It's fitting that today is #InternationalBeerDay after how the #GOPDebate went last night,,07-08-2015 09:40,6.30E+17,,Central Time (US & Canada)
1506,No candidate mentioned,1,yes,1,0,0.6841,None of the above,1,,samanthafranck1,,3,,,"RT @MissAmericaMN: ""Defeating teachers?"" We are better than this. My dream is to see educators &amp; doctors honored &amp; respected more than spor…",,07-08-2015 09:40,6.30E+17,,
1507,No candidate mentioned,1,yes,1,0,0.6453,FOX News or Moderators,1,,aamaro79,,11,,,RT @GrnEyedMandy: Fox's lady viewers are pissed at Megyn Kelly. Doesn't Megyn know that a good RW woman takes men's sexism with a smile &amp; s…,,07-08-2015 09:40,6.30E+17,"Tucson, AZ",Pacific Time (US & Canada)
1508,No candidate mentioned,1,yes,1,1,1,None of the above,1,,kelseyjf,,0,,,Most retweeted for #GOPDebate #wakeupeveryone https://t.co/R4JUZdFQ52,,07-08-2015 09:40,6.30E+17,"New York, NY",Pacific Time (US & Canada)
1509,Scott Walker,1,yes,1,1,1,Immigration,0.6699,,arrowsmithwoman,,5,,,RT @ChronicleMike: Walker on why changed postn on immig: Need to secure border. Met with TxGovAbbott. Know more #GOPdebate #txlege #txpolit…,,07-08-2015 09:40,6.30E+17,Florida,Eastern Time (US & Canada)
1510,No candidate mentioned,1,yes,1,0,1,Gun Control,1,,ahalltoo,,17,,,RT @shannonrwatts: The #NRA gives millions to lawmakers - their annual budget is $350M. We must prevent them from making U.S. gun laws. #GO…,,07-08-2015 09:40,6.30E+17,USA,Central Time (US & Canada)
1511,No candidate mentioned,1,yes,1,0,0.7139,None of the above,1,,DickScuttlebutt,,0,,,"#GOPDebate @DuffelBlog @TYFYS84 Okay, I just woke up.  When does the debate start?  Guys?",,07-08-2015 09:40,6.30E+17,"Vancouver, British Columbia",
1512,John Kasich,1,yes,1,1,1,None of the above,1,,DobryJoe,,1,,,"RT @FreedomJames7: Montel Williams Just Endorsed John Kasich For President.
#GOPDebate http://t.co/eZ9yL3UXXs",,07-08-2015 09:40,6.30E+17,,
1513,No candidate mentioned,1,yes,1,1,0.653,None of the above,1,,Makxxy,,158,,,RT @kvxrdashian: when you leave the Republican Party and become a Democrat. #GOPDebate http://t.co/XrmlHwo1NV,,07-08-2015 09:40,6.30E+17,,Quito
1514,Ted Cruz,1,yes,1,1,1,None of the above,1,,KayakSandy,,78,,,RT @ChuckNellis: When @TedCruz talks we are such similar souls; this is the 1980 election all over &amp; a REAL Conservative is the ANSWER! #GO…,,07-08-2015 09:40,6.30E+17,In the Wilderness,Arizona
1515,Ben Carson,1,yes,1,0,0.6145,None of the above,1,,manlycatholics,,1,,,RT @DaTechGuyblog: Advice to #GOP candidates in order of how I think they finished 3rd place Ben Carson you'rve been noticed flesh it out  …,,07-08-2015 09:40,6.30E+17,Memphis,
1516,Donald Trump,1,yes,1,0,1,FOX News or Moderators,1,,steveatmguy,,0,,,I love hearing all the #Trump Chumps whining about the #GOPDebate moderators. Maybe they should worry more about his lack of cogent ideas.,,07-08-2015 09:40,6.30E+17,Stuck in the 70's,Eastern Time (US & Canada)
1517,No candidate mentioned,1,yes,1,1,1,FOX News or Moderators,1,,ArthurCSchaper,,0,,,Why is everyone giving @megynkelly a hard time on #GOPDebate? She did a great job asking tough questions. We need that now more thanever!,,07-08-2015 09:40,6.30E+17,"Torrance, CA",Pacific Time (US & Canada)
1518,No candidate mentioned,1,yes,1,0,0.6867,None of the above,1,,Telemaven,,4,,,RT @EllenRSullivan: This should be the last time @CarlyFiorina is referred to as a bottom tier candidate along with @BobbyJindal #Carly2016…,,07-08-2015 09:40,6.30E+17,Northern Virginia,
1519,No candidate mentioned,1,yes,1,0,1,None of the above,1,,notcharchar,,0,,,"When a candidate comes out and says the winner of the #GOPDebate was a member of the other party, that's not good. It just happened.",,07-08-2015 09:40,6.30E+17,"Atlanta, GA",Central Time (US & Canada)
1520,Donald Trump,1,yes,1,0,0.6705,Immigration,0.7045,,dmichaelpage,,349,,,"RT @pattonoswalt: Immigration. Save Trump for the end. No one can follow GG Allin shitting onto the stage, guys. #GOPDebate",,07-08-2015 09:40,6.30E+17,,Eastern Time (US & Canada)
1521,No candidate mentioned,0.4316,yes,0.6569,1,0.3494,None of the above,0.4316,,Ritmoyclase2,,6,,,"RT @JbthomJohn: Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/tQXw14qzZB",,07-08-2015 09:40,6.30E+17,,
1522,Donald Trump,1,yes,1,0,0.6915,None of the above,0.6364,,Coreen_Trost,,18,,,RT @nickmartin: Donald Trump's most outrageous lines from the #GOPDebate tonight: http://t.co/tbdk1gtxND by @KT_thomps http://t.co/v3TltVJ0…,,07-08-2015 09:40,6.30E+17,Midwest - United States,Central Time (US & Canada)
1523,Donald Trump,1,yes,1,0,0.6564,None of the above,0.6844,,TheRandallPink,,0,,,@realDonaldTrump didn't like @megynkelly pressing question.  Resorts to calling her a 'bimbo'.  #GOPDebate #noclass https://t.co/Z6nQmfUxHg,,07-08-2015 09:40,6.30E+17,Los Angeles,
1524,No candidate mentioned,1,yes,1,0,1,FOX News or Moderators,1,,mcogdill,,0,,,I actually exclaimed out loud. Megyn Kelly your extensions are not fooling anyone and they don't look natural. #GOPDebate #Fashion,,07-08-2015 09:40,6.30E+17,The South---The Queen City,Eastern Time (US & Canada)
1525,No candidate mentioned,0.2451,yes,0.7002,1,0.4902,None of the above,0.2451,,pjamesjp1,,1,,,"http://t.co/ys2n1uflHT
#GOPDebate wrapup. @tgradous @marylene58 @LLMajer @larryvance47 
@JVER1 @LVNancy @qnoftherealm @usvetram @FreeLion7",,07-08-2015 09:40,6.30E+17,"Jacksonville, FL",
1526,No candidate mentioned,1,yes,1,0,1,FOX News or Moderators,0.6667,,EvelynGarone,,0,,,"Now I know I was right about #GOPDebate. If Sally Kohn agrees with her, she was definitely out of line! https://t.co/JudMM4iT3j",,07-08-2015 09:40,6.30E+17,"Phoenix, AZ",
1527,No candidate mentioned,1,yes,1,1,0.6353,None of the above,0.7059,,Telemaven,,12,,,"RT @RickCanton: From what I've seen so far from this top ten debate, #CarlyFiorina is winning this thing. #Carly2016 #GOPDebate #WakeUpAmer…",,07-08-2015 09:40,6.30E+17,Northern Virginia,
1528,Donald Trump,0.4171,yes,0.6458,0,0.6458,None of the above,0.4171,,_JRobison,,0,,,"From @GlennCook_NV: #GOPdebate marks beginning of the end for #Trump: https://t.co/VDBYGTLZGO, via @reviewjournal",,07-08-2015 09:40,6.30E+17,Las Vegas,Pacific Time (US & Canada)
1529,No candidate mentioned,0.4171,yes,0.6458,0,0.6458,None of the above,0.4171,,Webb_MeredithJ,,0,,,Most depressing thing about #GOPDebate is that there will be no Jon Stewart on @TheDailyShow to make us laugh through the tears #JonVoyage,,07-08-2015 09:40,6.30E+17,Chicago,
1530,No candidate mentioned,1,yes,1,1,0.6667,None of the above,0.6905,,ericspratling,,168,,,RT @the_ironsheik: WHY YOU DONT YOU ASK ME MODERATE BUBBA??? #GOPDebate,,07-08-2015 09:40,6.30E+17,"Sterling, VA",Eastern Time (US & Canada)
1531,No candidate mentioned,0.4756,yes,0.6897,1,0.6897,None of the above,0.2378,,dejideremi,,0,,,@FelizRobertson The #GOPDebate . Still reviewing. Guyana next elections on my mind.,,07-08-2015 09:40,6.30E+17,Georgetown,Georgetown
1532,No candidate mentioned,1,yes,1,0,1,None of the above,1,,Michele_Wyatt66,,1,,,RT @ZeitgeistGhost: #GOP w/ #GOPDebate proved once again they ARE #TheStupidParty... and hateful bigots @JenLLM @bimmerella @jared812 @stph…,,07-08-2015 09:40,6.30E+17,Wherever I want to be,Arizona
1533,Donald Trump,0.4006,yes,0.6329,0,0.6329,None of the above,0.4006,,BoysBuzz,,0,,,"@lyndonjackmon Dearheart #BoyAboutTown is never upset about ppls views,no matter how misguided. After #GOPDebate #DonaldTrump is a non issue",,07-08-2015 09:40,6.30E+17,USA,Pacific Time (US & Canada)
1534,Donald Trump,1,yes,1,0,0.6905,None of the above,1,,calvinj27560,,30,,,"RT @RickCanton: Am I the only one who noticed @realDonaldTrump admitting to not being a Republican?

It was a #GOPDebate, not an #IDontKnow…",,07-08-2015 09:40,6.30E+17,"Cary, NC",Eastern Time (US & Canada)
1535,Ben Carson,1,yes,1,1,0.6517,None of the above,1,,ceci00z,,34,,,"RT @KeltieKnight: @RealBenCarson great job tonight, you seemed like the only one up there with a soul. #GOPDebate",,07-08-2015 09:40,6.30E+17,SD,Tijuana
1536,No candidate mentioned,1,yes,1,0,1,FOX News or Moderators,1,,gwmalone,,0,,,@megynkelly was a fan of yours until the #MSNBC i mean @FoxNews sponsored #GOPDebate,,07-08-2015 09:40,6.30E+17,,
1537,Donald Trump,0.241,yes,0.6778,0,0.6778,Abortion,0.241,,TrumpIssues,,0,,,"Leaders make tax-payers fund @Ppact even when it's against their beliefs, but Trump can't call a person a disgusting animal. #GOPDebate #PC",,07-08-2015 09:40,6.30E+17,United States Of America,Pacific Time (US & Canada)
1538,No candidate mentioned,1,yes,1,0,0.6512,Gun Control,1,,TheStatus_Joe,,0,,,"Problem: We need to stop gun crime.
Solution: Use guns as a deterrent. #GOPDebate",,07-08-2015 09:40,6.30E+17,"Hull, England",London
1539,No candidate mentioned,1,yes,1,0,0.6719,Immigration,1,,EusebiaAq,,0,,,@Sojourners Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,07-08-2015 09:40,6.30E+17,America,Eastern Time (US & Canada)
1540,No candidate mentioned,1,yes,1,0,1,Religion,0.6629,,Dicky3966,,178,,,"RT @P0TUS: Oh, this'll be good. Watch ten grown men channel God on live TV before they offer closing statements on screwing the poor. 
#GOP…",,07-08-2015 09:40,6.30E+17,Amsterdam,
1541,No candidate mentioned,1,yes,1,0,1,Jobs and Economy,0.6685,,mickko13,,28,,,"RT @BRios82: Not one word by @GOP Candidates about Income Inequality, Climate Change, Citizens United or Student Debt. #GOPDebate http://t.…",,07-08-2015 09:40,6.30E+17,VA-11 | Pvd | Bmore | Philly,Eastern Time (US & Canada)
1542,No candidate mentioned,1,yes,1,0,0.6742,Abortion,0.6742,,mimimiles,,1,,,"RT @MGA_MKII: 1 of the most important issues of our time, #climatechange, not a single word from R candidates, blathering abortion #GOPDeba…",,07-08-2015 09:40,6.30E+17,  #mimimiles ▪ michigan,
1543,Donald Trump,1,yes,1,1,0.6354,FOX News or Moderators,1,,hjaussie,,24,,,"RT @larryelder: How DARE FOX ask #DonaldTrump for proof that ""Mexico is sending criminals."" Who do they think they are? (sarcasm)
#GOPDebate",,07-08-2015 09:40,6.30E+17,"Yanceyville,NC",
1544,No candidate mentioned,1,yes,1,0,0.6778,None of the above,0.6444,,BBCJonSopel,,21,,,"In midst of #GOPDebate came big blow to @BarackObama with announcement that leading Jewish Democrat, Sen. Schumer, won't back #IranDeal",,07-08-2015 09:40,6.30E+17,UK,
1545,No candidate mentioned,1,yes,1,0,1,Religion,0.3666,,gir908922,,709,,,"RT @pattonoswalt: ""...and...and...God."" Holy shit. @megynkelly just summed up the entire Republican Party. #GOPDebate",,07-08-2015 09:40,6.30E+17,"Warwick, RI, USA",Eastern Time (US & Canada)
1546,No candidate mentioned,1,yes,1,0,0.6773,Religion,0.6669,,CindyTreadway,,4,,,RT @kimprussell: #GOPDebate My mother's mother's cousin's brother was God.,,07-08-2015 09:40,6.30E+17,,Eastern Time (US & Canada)
1547,No candidate mentioned,1,yes,1,1,0.6889,None of the above,0.6798,,ktpresley2012,,0,,,Fiorina for the People #proud American #GOPDebate #2016 #WakeUpAmerica,,07-08-2015 09:40,6.30E+17,"Memphis, TN",
1548,No candidate mentioned,0.3923,yes,0.6264,1,0.6264,None of the above,0.3923,,AlexHouseThomas,,1,,,"RT @EmperorSean: Who won #GOPDebate? Why, the candidate I liked already. Can't you see? It's so obvious!",,07-08-2015 09:40,6.30E+17,Straight Outta Weddington,Eastern Time (US & Canada)
1549,Jeb Bush,1,yes,1,0,1,Jobs and Economy,0.6701,,CThompsonGeorge,,1,,,RT @tnyCloseRead: How do you earn a Jeb? http://t.co/JKGx2Ojrwi #GOPDebate,,07-08-2015 09:40,6.30E+17,"Baltimore, Maryland, USA",Eastern Time (US & Canada)
1550,No candidate mentioned,1,yes,1,1,1,None of the above,0.6632,,Pixie_Pebbles,,2,,,RT @JustenCharters: Carly Fiorina wrote an op-ed for us at IJReview after her performance last night.  http://t.co/LdQE8KG2ZW #GOPDebate,,07-08-2015 09:40,6.30E+17,Wandering in Wonderland..,Atlantic Time (Canada)
1551,No candidate mentioned,1,yes,1,1,1,None of the above,1,,NerdyPodcast,,0,,,"Liberals: LoL @ showing Straight Outta Compton trailer during #GOPdebate
Radical Liberals: Straight Outta Compton is rape culture!!",,07-08-2015 09:40,6.30E+17,"Philadelphia, PA",Eastern Time (US & Canada)
1552,Donald Trump,1,yes,1,0,1,None of the above,1,,startingupBSTN,,0,,,Did Trump Implode in #FOXdebate? Special new @hlcpodcast #GOPdebate edition http://t.co/HEYhWpWUWx #mapoli #nhpolitics #mepolitics #trump,,07-08-2015 09:40,6.30E+17,Boston,
1553,No candidate mentioned,0.4539,yes,0.6737,1,0.3474,None of the above,0.4539,,alexandraheuser,,0,,,Support 1 U like #TCOT This is STILL America but PLS VET so U KNOW what ur getting! https://t.co/hrLWhET2x8 #GOPDebate #FoxNews #iapolitics,,07-08-2015 09:40,6.30E+17,America,
1554,No candidate mentioned,0.4539,yes,0.6737,0,0.6737,None of the above,0.4539,,KateMcElheney,,0,,,"#InternationalBeerDay…because the whole world needs a drink after that oh-so-American #GOPDebate
🍺🇺🇸🍺😜🇺🇸🍺",,07-08-2015 09:40,6.30E+17,Flyover Country,Central Time (US & Canada)
1555,No candidate mentioned,1,yes,1,1,0.6628,None of the above,1,,moneyries,,3,,,The most-retweeted presidential candidate Tweet of the #GOPDebate. https://t.co/hdKdiZIym2,,07-08-2015 09:40,6.30E+17,"Brooklyn, NY",Eastern Time (US & Canada)
1556,No candidate mentioned,1,yes,1,0,1,FOX News or Moderators,1,,jsmithhowe,,8,,,RT @grindingdude: Biggest elephants in the room at last night #GOPDebate were #FOX panelists. Shoddy performance at best! http://t.co/vhIqq…,,07-08-2015 09:40,6.30E+17,,
1557,No candidate mentioned,1,yes,1,0,0.6702,Gun Control,0.6702,,asheeka1,,29,,,"RT @shannonrwatts: In states that closed background check loophole, #DV and police shooting deaths and gun suicides cut almost in half #GOP…",,07-08-2015 09:40,6.30E+17,& a couple of Fa-la-la's ,Melbourne
1558,No candidate mentioned,1,yes,1,1,1,None of the above,1,,thezedwards,,38,,,"RT @senatorshoshana: ""Ronald Raven"" #GOPDebate http://t.co/bymorRA7Bc",,07-08-2015 09:40,6.30E+17,"Austin, TX",Central Time (US & Canada)
1559,Mike Huckabee,1,yes,1,1,1,None of the above,1,,zhynaryll,,5,,,RT @SarahHuckabee: .@FrankLuntz analysis says @GovMikeHuckabee won the debate —&gt; http://t.co/QUwoCLfs8q #ImWithHuck #GOPDebate,,07-08-2015 09:40,6.30E+17,"Eufaula, AL",
1560,Ted Cruz,1,yes,1,1,1,None of the above,1,,M_Commentary,,15,,,"RT @TexanCat: I am 50 &amp; have never been more proud of a political candidate. TY, @tedcruz. Hope more Americans will soon feel same. #CruzCr…",,07-08-2015 09:40,6.30E+17,Oregon,Pacific Time (US & Canada)
1561,Donald Trump,0.6701,yes,1,0,0.6737,FOX News or Moderators,0.6737,,McLonergan,,2,,,"RT @el_nuko: @Stonewall_77 @megynkelly @BretBaier @FrankLuntz @FoxNews @realDonaldTrump did #Jeb get 5, no 6 softball q's last night? #GOPD…",,07-08-2015 09:40,6.30E+17,,
1562,No candidate mentioned,0.453,yes,0.6731,0,0.6731,None of the above,0.453,,freestyldesign,,0,,,Conservatives CANT POSSIBLY Support a Candidate that DONATED TO HILLARY- EVER-this is ASININE #tcot #ccot #GOPDebate #RedNationRising #PJNET,,07-08-2015 09:40,6.30E+17,Seattle WA USA,Pacific Time (US & Canada)
1563,No candidate mentioned,1,yes,1,1,0.6667,None of the above,0.6768,,dawnmarie1204,,0,,,I Strongly Suggest Everyone To Listen To Dennis Prager Today.  #GOPDebate,,07-08-2015 09:40,6.30E+17,New Jersey,Eastern Time (US & Canada)
1564,Rand Paul,0.4495,yes,0.6705,1,0.3523,Foreign Policy,0.2362,,mattlevin,,2,,,"RT @brianmrosenthal: ICYMI: At #GOPDebate, @RandPaul calls out Houston Mayor Annise Parker over #HERO controversy: http://t.co/qxB1edQOzN",,07-08-2015 09:40,6.30E+17,,Central Time (US & Canada)
1565,No candidate mentioned,0.4594,yes,0.6778,1,0.3437,Immigration,0.4594,,RyanMachara,,138,,,RT @FWD_us: #Immigration fact: Undocumented immigrants paid $10.6 billion in taxes in 2010. #GOPdebate #economy http://t.co/z1v2FVruBR,,07-08-2015 09:39,6.30E+17,Orlando Florida,Atlantic Time (Canada)
1566,No candidate mentioned,1,yes,1,0,0.6444,LGBT issues,0.6889,,taelornagle,,21,,,"RT @emily_hohman: Yes, please, let's hear more about what women should do with their bodies from people WHO ARE NOT WOMEN. #GOPDebate",,07-08-2015 09:39,6.30E+17,"LI, NY ♐️",Central Time (US & Canada)
1567,No candidate mentioned,1,yes,1,0,1,None of the above,0.6559,,CrazyClarine,,5,,,lol! RT @The3o5FlyGuy: Watching the #GOPDebate like... http://t.co/zOwJcU2baZ,,07-08-2015 09:39,6.30E+17,Miami,
1568,No candidate mentioned,1,yes,1,0,1,FOX News or Moderators,1,,LinFlies,,9,,,RT @prettyplusmore: What a shocker. #megynKelly can't stop giggling at herself EVEN AT A DAMN PRESIDENTIAL DEBATE!!!!!! #GOPDebate,,07-08-2015 09:39,6.30E+17,"San Diego, CA USA",Pacific Time (US & Canada)
1569,No candidate mentioned,1,yes,1,0,1,Abortion,1,,Maliheh_,,2,,,@GrnEyedMandy Conservatives drag their knocked up daughters for an abortion &amp;go right back to protesting against pp the next day #GOPDebate,,07-08-2015 09:39,6.30E+17,California,Pacific Time (US & Canada)
1570,Donald Trump,1,yes,1,1,1,None of the above,1,,kmtwanderlust,,0,,,WHAT IS LOVE? Presenting D Trump at the Roxbury! https://t.co/SERwdl1yfc #DonaldTrump #GOPDebate http://t.co/k5kvYbeij8,,07-08-2015 09:39,6.30E+17,Los Angeles ☀️,Quito
1571,No candidate mentioned,0.4594,yes,0.6778,1,0.3444,None of the above,0.4594,,meganspecia,,1,,,RT @moneyries: The 2 most-retweeted presidential candidate Tweets of the #GOPDebate came from Democrats @BernieSanders &amp; @HillaryClinton - …,,07-08-2015 09:39,6.30E+17,New York City,Eastern Time (US & Canada)
1572,No candidate mentioned,1,yes,1,0,0.6629,FOX News or Moderators,1,,gadawgs05,,52,,,"RT @LoganMBooker: I wish to god one of the moderators would ask these dudes about the #UGA quarterback battle. 
#GOPDebate",,07-08-2015 09:39,6.30E+17,,
1573,John Kasich,1,yes,1,1,0.6703,None of the above,1,,SidneyPowell1,,9,,,RT @holly_harris: On @TODAYshow @chucktodd says @JohnKasich helped himself the most in the #GOPDebate. Kasich's 1st answer of night include…,,07-08-2015 09:39,6.30E+17,USA ,Atlantic Time (Canada)
1574,No candidate mentioned,1,yes,1,0,1,None of the above,1,,GalFreakyFriday,,0,,,DUMBMASSES #IDIOCRACY #GOPDebate  https://t.co/C7fFOOErmn,,07-08-2015 09:39,6.30E+17,,
