text,sentiment
Rahul Gandhi met Prof Joshil Abraham of GB Pant Engineering College who is on hunger strike against corruption amp lack of infr,
Sh Rahul Gandhi visited and understood all the problems from the Mr Joshil who was on his th day of hunger fast,
Congress Vice President Rahul Gandhi will be in Patna on th April to mark yrs of the Champaran Satyagraha,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
Watch LIVE Rahul Gandhi speaking at the felicitation ceremony to mark the Centenary of the Champaran Satyagrahahttps t c,
year old Rahul Gandhi is youth Go get a life man,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
Rahul Gandhi met Prof Joshil Abraham of GB Pant Engineering College who is on hunger strike against corruption amp lack of infr,
sponsors Rahul Gandhi to a holiday abroad with an attempt to save another electoral debacle in Delhi,
Rahul Gandhi confuses MCD with McD goes to the outlet and eats burger instead of voting,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
Congress combines Youth amp Eerience,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
Rahul Gandhi meeting leaders from Haryana who joined the Congress fold reposing faith with the party amp its leadership http,
Hahaha He is not going any where Rahul Gandhi dil mein bastein hai Congressiyo ke u idiot,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
Watch LIVE Rahul Gandhi speaking at the felicitation ceremony to mark the Centenary of the Champaran Satyagrahahttps t c,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
Manmohan Singh was silent about corruption Rahul is silent about harassment of women in his party Congress culture,
yeah And what else Delhi wants Twitter Rahul Gandhi making a mockery of himself again,
Election for INC President will be held in between Sept to October Rahul Gandhi likely to be first choice https,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
It s gone viral Images of Rahul Gandhi and his friends at a pub These pictures have been released by former,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
Watch LIVE Rahul Gandhi speaking at the felicitation ceremony to mark the Centenary of the Champaran Satyagrahahttps t c,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
Hahaha He is not going any where Rahul Gandhi dil mein bastein hai Congressiyo ke u idiot,
India needs to quickly counter China renaming Arunachal towns by changing the name of Beijing to Rahul Gandhi Nagar,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
Watch LIVE Rahul Gandhi speaking at the felicitation ceremony to mark the Centenary of the Champaran Satyagrahahttps t c,
Arvinder Singh Lovely tells Rahul Kanwal why he quit Congress after years,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
Her biggest rival is France s version of Rahul Gandhi,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
Why do you want to target Rahul Gandhi again Is he in power Or are you too afraid to ask the ruling party,
Rahul Gandhi enjoying with his Italian girl friend in a pub somewhere in Europe,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
India needs to quickly counter China renaming Arunachal towns by changing the name of Beijing to Rahul Gandhi Nagar,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
An excellent reason why you should not vote for Rahul Gandhi s Congress,
Leaders leaving CongressDue to stressOf seeing democracy being screwedBecause of dynastic politics brewedAll blame Ra,
